name|address|city|state|zip_code|day|time|info
 Lambda Miami Dade| 28 NE 54th St|Miami|FL|33137|Sunday|10:00:00 AM|AA AA Discussion Meeting Meeting, Gay, Open Alcoholics Anonymous Meeting, Wheelchair Access
 Little River Club| 51 NE 82nd Terrace|Miami|FL|33138|Sunday|9:00:00 AM|Big Book AA Meeting, AA AA Discussion Meeting Meeting, Open Alcoholics Anonymous Meeting, Wheelchair Access
 Little River Club| 51 NE 82nd Terrace|Miami|FL|33138|Sunday|5:30:00 PM|AA AA Discussion Meeting Meeting, Wheelchair Access, Women's AA Meeting
 Lambda Miami Dade| 28 NE 54th St|Miami|FL|33137|Saturday|8:30:00 PM|AA AA Discussion Meeting Meeting, Gay, Open Alcoholics Anonymous Meeting, Wheelchair Access
 Lambda Miami Dade| 28 NE 54th St|Miami|FL|33137|"Saturday|Sunday"|"10:00:00 AM|7:00:00 PM"|"Gay, Open Alcoholics Anonymous Meeting, Wheelchair Access|AA AA Discussion Meeting Meeting, Gay, Open Alcoholics Anonymous Meeting, Wheelchair Access"
 Little River Club| 51 NE 82nd Terrace|Miami|FL|33138|Saturday|10:00:00 PM|AA AA Discussion Meeting Meeting, Wheelchair Access
 Little River Club| 51 NE 82nd Terrace|Miami|FL|33138|Saturday|2:30:00 PM|Open Alcoholics Anonymous Meeting, Speaker Meeting, Wheelchair Access
 Boulevard Club| 1400 NE 125th St|North Miami|FL|33161|Friday|1:00:00 PM|AA Literature Meeting, Open Alcoholics Anonymous Meeting, Wheelchair Access
 Lambda Miami Dade| 28 NE 54th St|Miami|FL|33137|Thursday|8:30:00 PM|AA AA Discussion Meeting Meeting, Gay, Open Alcoholics Anonymous Meeting, Wheelchair Access
 Here and Now| 626 NW 67th St|Miami|FL|33150-4118|Thursday|7:00:00 PM|AA AA Discussion Meeting Meeting, Open Alcoholics Anonymous Meeting, Speaker Meeting
 Nuevo Despertar| 2335 NW 27th Ave|Miami|FL|33142|"Sunday|Saturday|Friday|Thursday|Wednesday|Monday|Tuesday"|"8:00:00 PM|8:00:00 PM|8:00:00 PM|8:00:00 PM|8:00:00 PM|8:00:00 PM|8:00:00 PM"|"Spanish Speaking AA Meeting|Spanish Speaking AA Meeting|Spanish Speaking AA Meeting|Spanish Speaking AA Meeting|Spanish Speaking AA Meeting|Spanish Speaking AA Meeting|Spanish Speaking AA Meeting"
 Boulevard Club| 1400 NE 125th St|North Miami|FL|33161|Tuesday|7:15:00 PM|Open Alcoholics Anonymous Meeting, Speaker Meeting, Women's AA Meeting
 Little River Club| 51 NE 82nd Terrace|Miami|FL|33138|"Friday|Thursday|Tuesday"|"7:00:00 PM|7:00:00 PM|7:00:00 PM"|"AA AA Discussion Meeting Meeting, Open Alcoholics Anonymous Meeting, Speaker Meeting, Step Study Alcoholics Anonymous Meeting|AA AA Discussion Meeting Meeting, AA Literature Meeting, Open Alcoholics Anonymous Meeting|Big Book AA Meeting, AA AA Discussion Meeting Meeting, Open Alcoholics Anonymous Meeting"
 Little River Club| 51 NE 82nd Terrace|Miami|FL|33138|"Saturday|Saturday|Friday|Tuesday|Sunday|Friday|Thursday|Tuesday|Saturday"|"11:00:00 AM|1:00:00 PM|1:00:00 PM|8:30:00 PM|1:30:00 PM|8:30:00 PM|1:00:00 PM|1:00:00 PM|5:30:00 PM"|"Wheelchair Access|Wheelchair Access|Step Study Alcoholics Anonymous Meeting, Wheelchair Access|Step Study Alcoholics Anonymous Meeting, Wheelchair Access|AA AA Discussion Meeting Meeting, Wheelchair Access|AA AA Discussion Meeting Meeting, Speaker Meeting, Wheelchair Access|AA AA Discussion Meeting Meeting, Speaker Meeting, Wheelchair Access|AA AA Discussion Meeting Meeting, Speaker Meeting, Wheelchair Access|Big Book AA Meeting, Wheelchair Access"
 Boulevard Club| 1400 NE 125th St|North Miami|FL|33161|"Thursday|Monday"|"7:30:00 PM|7:30:00 PM"|"Closed Meeting of Alcoholics Anonymous, AA AA Discussion Meeting Meeting, Men's AA Meeting, Step Study Alcoholics Anonymous Meeting, Wheelchair Access|Big Book AA Meeting, Closed Meeting of Alcoholics Anonymous, AA AA Discussion Meeting Meeting, Men's AA Meeting, Wheelchair Access"
 Boulevard Club| 1400 NE 125th St|North Miami|FL|33161|"Saturday|Tuesday|Friday|Thursday|Monday|Wednesday"|"9:00:00 AM|8:30:00 AM|8:30:00 AM|8:30:00 AM|8:30:00 AM|8:30:00 AM"|"Open Alcoholics Anonymous Meeting, Speaker Meeting, Wheelchair Access|Closed Meeting of Alcoholics Anonymous, AA AA Discussion Meeting Meeting, Wheelchair Access|Closed Meeting of Alcoholics Anonymous, AA AA Discussion Meeting Meeting, Step Study Alcoholics Anonymous Meeting, Wheelchair Access|Closed Meeting of Alcoholics Anonymous, AA AA Discussion Meeting Meeting, AA Newcomer / Beginner's Meeting, Wheelchair Access|Big Book AA Meeting, Closed Meeting of Alcoholics Anonymous, AA AA Discussion Meeting Meeting, Wheelchair Access|As Bill Sees it Alcoholics Anonymous Meeting, Closed Meeting of Alcoholics Anonymous, AA AA Discussion Meeting Meeting, Wheelchair Access"
 Boulevard Club| 1400 NE 125th St|North Miami|FL|33161|"Thursday|Tuesday|Saturday|Friday|Wednesday|Monday"|"5:30:00 PM|5:30:00 PM|7:00:00 PM|5:30:00 PM|5:30:00 PM|5:30:00 PM"|"Open Alcoholics Anonymous Meeting, Step Study Alcoholics Anonymous Meeting, Wheelchair Access|AA Literature Meeting, Open Alcoholics Anonymous Meeting, Wheelchair Access|AA AA Discussion Meeting Meeting, Open Alcoholics Anonymous Meeting, Speaker Meeting, Wheelchair Access|AA AA Discussion Meeting Meeting, Open Alcoholics Anonymous Meeting, Speaker Meeting, Wheelchair Access|AA AA Discussion Meeting Meeting, Open Alcoholics Anonymous Meeting, Speaker Meeting, Wheelchair Access|AA AA Discussion Meeting Meeting, AA Literature Meeting, Open Alcoholics Anonymous Meeting, Wheelchair Access"
 Principles Group| 4850 NE 2nd Ave|Miami|FL|33137|"Friday|Monday|Wednesday"|"8:30:00 PM|8:30:00 PM|8:30:00 PM"|"Open Alcoholics Anonymous Meeting, Speaker Meeting, Wheelchair Access|Closed Meeting of Alcoholics Anonymous, AA AA Discussion Meeting Meeting, Step Study Alcoholics Anonymous Meeting, Wheelchair Access|Big Book AA Meeting, Closed Meeting of Alcoholics Anonymous, AA AA Discussion Meeting Meeting, Wheelchair Access"
 Upper Room| 822 NE 125th St|North Miami|FL|"
"|Monday|8:30:00 PM|Closed Meeting of Alcoholics Anonymous, AA AA Discussion Meeting Meeting, Wheelchair Access, Women's AA Meeting
 Upper Room| 822 NE 125th St|North Miami|FL|"
"|"Friday|Monday|Saturday|Saturday|Friday|Monday|Wednesday|Friday|Wednesday|Thursday|Thursday|Wednesday|Sunday|Tuesday|Tuesday|Tuesday|Thursday"|"8:30:00 PM|12:00:00 PM|7:00:00 PM|12:00:00 PM|12:00:00 PM|6:00:00 PM|12:00:00 PM|6:00:00 PM|8:30:00 PM|8:30:00 PM|6:00:00 PM|6:00:00 PM|7:00:00 PM|12:00:00 PM|8:30:00 PM|6:00:00 PM|12:00:00 PM"|"Open Alcoholics Anonymous Meeting, Speaker Meeting, Wheelchair Access|AA AA Discussion Meeting Meeting, Open Alcoholics Anonymous Meeting, Wheelchair Access|AA AA Discussion Meeting Meeting, AA Newcomer / Beginner's Meeting, Open Alcoholics Anonymous Meeting, Wheelchair Access|AA AA Discussion Meeting Meeting, AA Newcomer / Beginner's Meeting, Open Alcoholics Anonymous Meeting, Step Study Alcoholics Anonymous Meeting, Wheelchair Access|AA AA Discussion Meeting Meeting, AA Literature Meeting, Open Alcoholics Anonymous Meeting, Wheelchair Access|AA AA Discussion Meeting Meeting, AA Literature Meeting, Open Alcoholics Anonymous Meeting, Wheelchair Access|AA AA Discussion Meeting Meeting, Grapevine AA Meeting, Open Alcoholics Anonymous Meeting, Wheelchair Access|Closed Meeting of Alcoholics Anonymous, AA Literature Meeting, Speaker Meeting, Wheelchair Access|Closed Meeting of Alcoholics Anonymous, AA AA Discussion Meeting Meeting, Wheelchair Access|Closed Meeting of Alcoholics Anonymous, AA AA Discussion Meeting Meeting, Step Study Alcoholics Anonymous Meeting, Wheelchair Access|Closed Meeting of Alcoholics Anonymous, AA AA Discussion Meeting Meeting, Step Study Alcoholics Anonymous Meeting, Wheelchair Access|Closed Meeting of Alcoholics Anonymous, AA AA Discussion Meeting Meeting, Step Study Alcoholics Anonymous Meeting, Wheelchair Access|Closed Meeting of Alcoholics Anonymous, AA AA Discussion Meeting Meeting, AA Meditation Meeting, Step Study Alcoholics Anonymous Meeting, Wheelchair Access|Big Book AA Meeting, AA AA Discussion Meeting Meeting, Open Alcoholics Anonymous Meeting, Wheelchair Access|Big Book AA Meeting, Closed Meeting of Alcoholics Anonymous, AA AA Discussion Meeting Meeting, Wheelchair Access|Big Book AA Meeting, Closed Meeting of Alcoholics Anonymous, AA AA Discussion Meeting Meeting, Wheelchair Access|As Bill Sees it Alcoholics Anonymous Meeting, AA AA Discussion Meeting Meeting, Open Alcoholics Anonymous Meeting, Wheelchair Access"
 Lambda Miami Dade| 28 NE 54th St|Miami|FL|33137|"Wednesday|Friday|Monday"|"8:30:00 PM|8:30:00 PM|8:30:00 PM"|"AA AA Discussion Meeting Meeting, Gay, Open Alcoholics Anonymous Meeting, Wheelchair Access|AA AA Discussion Meeting Meeting, Gay, Open Alcoholics Anonymous Meeting, Step Study Alcoholics Anonymous Meeting, Wheelchair Access|AA AA Discussion Meeting Meeting, Gay, AA Newcomer / Beginner's Meeting, Open Alcoholics Anonymous Meeting, Wheelchair Access"
 Little River Club| 51 NE 82nd Terrace|Miami|FL|33138|"Wednesday|Tuesday|Monday|Friday|Thursday"|"10:00:00 AM|10:00:00 AM|10:00:00 AM|10:00:00 AM|10:00:00 AM"|"AA AA Discussion Meeting Meeting, Step Study Alcoholics Anonymous Meeting, Wheelchair Access|AA AA Discussion Meeting Meeting, Open Alcoholics Anonymous Meeting, Wheelchair Access|AA AA Discussion Meeting Meeting, AA Newcomer / Beginner's Meeting, Open Alcoholics Anonymous Meeting, Wheelchair Access|AA AA Discussion Meeting Meeting, Grapevine AA Meeting, Open Alcoholics Anonymous Meeting, Wheelchair Access|Big Book AA Meeting, AA AA Discussion Meeting Meeting, Open Alcoholics Anonymous Meeting, Wheelchair Access"
 Little River Club| 51 NE 82nd Terrace|Miami|FL|33138|"Thursday|Wednesday|Sunday|Friday|Wednesday|Wednesday|Tuesday|Monday|Monday|Saturday|Monday|Thursday"|"8:30:00 PM|8:30:00 PM|8:30:00 PM|5:30:00 PM|5:30:00 PM|1:00:00 PM|5:30:00 PM|1:00:00 PM|5:30:00 PM|8:30:00 PM|8:30:00 PM|5:30:00 PM"|"Step Study Alcoholics Anonymous Meeting, Wheelchair Access|Open Alcoholics Anonymous Meeting, Tradition Study, Wheelchair Access|Open Alcoholics Anonymous Meeting, Speaker Meeting, Wheelchair Access|AA AA Discussion Meeting Meeting, Open Alcoholics Anonymous Meeting, Wheelchair Access|AA AA Discussion Meeting Meeting, Open Alcoholics Anonymous Meeting, Wheelchair Access|AA AA Discussion Meeting Meeting, Open Alcoholics Anonymous Meeting, Wheelchair Access|AA AA Discussion Meeting Meeting, Open Alcoholics Anonymous Meeting, Wheelchair Access|AA AA Discussion Meeting Meeting, Open Alcoholics Anonymous Meeting, Wheelchair Access|AA AA Discussion Meeting Meeting, Open Alcoholics Anonymous Meeting, Step Study Alcoholics Anonymous Meeting, Wheelchair Access|AA AA Discussion Meeting Meeting, AA Newcomer / Beginner's Meeting, Open Alcoholics Anonymous Meeting, Wheelchair Access|AA AA Discussion Meeting Meeting, AA Newcomer / Beginner's Meeting, Open Alcoholics Anonymous Meeting, Wheelchair Access|Big Book AA Meeting, AA AA Discussion Meeting Meeting, Open Alcoholics Anonymous Meeting, Wheelchair Access"
 Yosemite Valley Chapel| 9000 Southside Dr|Yosemite|CA|"
"|"Tuesday|Thursday|Tuesday|Thursday"|"7:30:00 PM|7:30:00 PM|7:30:00 PM|7:30:00 PM"|"Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting"
 Gateway Community Church| 353 E Donna Dr|Merced|CA|"
"|Thursday|7:00:00 PM|AA Men's Meeting
 Unity Church| 305 W 26th St|Merced|CA|"
"|Thursday|5:30:00 PM|Women's AA Meeting
 Grove Ave & Third St| Grove Ave & Third St|Atwater|CA|"
"|"Monday|Tuesday|Wednesday|Thursday|Friday|Monday|Tuesday|Wednesday|Thursday|Friday"|"10:30:00 AM|10:30:00 AM|10:30:00 AM|10:30:00 AM|10:30:00 AM|10:30:00 AM|10:30:00 AM|10:30:00 AM|10:30:00 AM|10:30:00 AM"|"Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting"
 @ Beachwood| 2265 Dan Ward Rd|Merced|CA|"
"|"Wednesday|Saturday|Saturday|Sunday|Friday|Tuesday|Saturday|Sunday|Sunday|Monday|Monday|Tuesday|Tuesday|Wednesday|Wednesday|Thursday|Thursday|Thursday|Friday|Friday|Saturday|Sunday|Sunday|Monday|Monday|Tuesday|Tuesday|Wednesday|Wednesday|Thursday|Thursday|Thursday|Friday|Friday|Saturday"|"6:00:00 PM|10:30:00 AM|7:00:00 PM|7:00:00 PM|8:00:00 PM|8:00:00 PM|7:00:00 PM|10:00:00 AM|5:30:00 PM|12:00:00 PM|6:00:00 PM|12:00:00 PM|6:00:00 PM|12:00:00 PM|8:00:00 PM|12:00:00 PM|6:00:00 PM|8:00:00 PM|12:00:00 PM|6:00:00 PM|7:00:00 PM|10:00:00 AM|5:30:00 PM|12:00:00 PM|6:00:00 PM|12:00:00 PM|6:00:00 PM|12:00:00 PM|8:00:00 PM|12:00:00 PM|6:00:00 PM|8:00:00 PM|12:00:00 PM|6:00:00 PM|7:00:00 PM"|"AA Big Book Meeting|AA Big Book Meeting|AA Birthday / Anniversary Meeting|Closed AA Meeting|Closed AA Meeting|Newcomer / Beginners AA Meeting|AA Speaker Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting"
 @ Beachwood| 2265 Dan Ward Rd|Merced|CA|"
"|Monday|8:00:00 PM|Young People's AA Meeting
 First Baptist| 500 Buena Vista Dr|Merced|CA|"
"|Monday|7:00:00 PM|Unspecified AA Meeting - Alcoholics Anonymous Meeting
 4165 E LIVE OAK ARCADIA, CA 91006| 4165 Live Oak Ave|ARCADIA|CA|91006|S|urday|Unspecified AA Meeting - Alcoholics Anonymous Meeting
 4165 E LIVE OAK ARCADIA, CA 91006| 4165 Live Oak Ave|ARCADIA|CA|91006|S|urday|Unspecified AA Meeting - Alcoholics Anonymous Meeting
 Alcoholicos Anonimos Grupo Acercamiento| 12234 E. Valley Blvd.|53714|53714|"
"|Saturday at 10:00 AM|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting
 4165 E LIVE OAK ARCADIA, CA 91006| 4165 Live Oak Ave|ARCADIA|CA|91006|Friday|12:00:00 PM|Unspecified AA Meeting - Alcoholics Anonymous Meeting
 4165 E LIVE OAK ARCADIA, CA 91006| 4165 Live Oak Ave|53712|53712|91006|Thursday at 8:00:00 PM|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting
 4165 E LIVE OAK ARCADIA, CA 91006| 4165 Live Oak Ave|ARCADIA|CA|91006|Thursday|6:30:00 PM|Unspecified AA Meeting - Alcoholics Anonymous Meeting
 4165 E LIVE OAK ARCADIA, CA 91006| 4165 Live Oak Ave|ARCADIA|CA|91006|Thursday|12:00:00 PM|Unspecified AA Meeting - Alcoholics Anonymous Meeting
 First Presbyterian Church of Baldwin Park| 4428 Stewart Ave|BALDWIN PARK|CA|91706|"Wednesday|Wednesday"|"7:00:00 PM|7:00 PM"|"Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting"
 4165 E LIVE OAK ARCADIA, CA 91006| 4165 Live Oak Ave|ARCADIA|CA|91006|Wednesday|6:30:00 PM|Unspecified AA Meeting - Alcoholics Anonymous Meeting
 4165 E LIVE OAK ARCADIA, CA 91006| 4165 Live Oak Ave|ARCADIA|CA|91006|Wednesday|12:00:00 PM|Unspecified AA Meeting - Alcoholics Anonymous Meeting
 4165 E LIVE OAK ARCADIA, CA 91006| 4165 Live Oak Ave|ARCADIA|CA|91006|Tuesday|8:30:00 PM|Unspecified AA Meeting - Alcoholics Anonymous Meeting
 4165 E LIVE OAK ARCADIA, CA 91006| 4165 Live Oak Ave|ARCADIA|CA|91006|Tuesday|7:00:00 PM|Unspecified AA Meeting - Alcoholics Anonymous Meeting
 3743 N TYLER AVE EL MONTE, CA 92025| 3743 Tyler Ave|53704|53704|91731|Tuesday at 6:00:00 PM|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting
 Nativity Church| 3743 N. Tyler Ave.|53703|53703|"
"|Tuesday at 6:00 PM|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting
 4165 E LIVE OAK ARCADIA, CA 91006| 4165 Live Oak Ave|ARCADIA|CA|91006|Monday|12:00:00 PM|Unspecified AA Meeting - Alcoholics Anonymous Meeting
 3574 LEXINGTON AVE EL MONTE, CA 91731| 3574 Lexington Ave|53701|53701|91731|Monday at 6:30:00 PM|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting
 Alcoholicos Anonimos Grupo Acercamiento| 12234 E. Valley Blvd.|53700|53700|"
"|"Sunday at 7:00 PM|Monday at 8:00 PM|Tuesday at 8:00 PM|Wednesday at 8:00 PM|Thursday at 8:00 PM|Saturday at 7:00 PM"|"Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting"|"Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting"
 Dove of Desert Church| 7201 W Beardsley Rd #10|GLENDALE|AZ|"
"|"Sunday|Thursday|S"|"7:00:00 PM|7:30:00 PM|urday"|"Open Discussion AA Meeting|Open Meeting of Alcoholics Anonymous|Open Meeting of Alcoholics Anonymous"
 | 12313 NW Grand Ave|53698|53698|"
"|Saturday at 10:00:00 AM|Open Meeting of Alcoholics Anonymous|Open Meeting of Alcoholics Anonymous
 STRIP MALL| 11124 W CALIFORNIA AVENUE STE D|53697|53697|"
"|"Friday at 7:00:00 PM|Friday at 7:00:00 PM"|"Closed Steps AA Meeting|Closed Discussion AA Meeting"|"Closed Steps AA Meeting|Closed Steps AA Meeting"
 Church At Litchfield Park| 800 N Old Litchfield Rd|LITCHFIELD PARK|AZ|"
"|Thursday|6:00:00 PM|Open Meeting of Alcoholics Anonymous
 Spirit of Hope Church| 14403 N 75th Ave|53695|53695|85381|Thursday at 7:30:00 PM|Open Meeting of Alcoholics Anonymous|Open Meeting of Alcoholics Anonymous
 Celebration Lutheran Church| 8726 W Olive Ave|53694|53694|85345|Thursday at 7:00:00 PM|Open Big Book AA Meeting|Open Big Book AA Meeting
 New Hope Alano Club| 12313 NW Grand Ave|53693|53693|"
"|Thursday at 7:00:00 PM|Closed Women's AA Meeting|Closed Women's AA Meeting
 | 6550 W Glendale Ave #11|53692|53692|"
"|"Friday at 7:00:00 PM|Monday at 7:00:00 PM|Saturday at 7:00:00 PM|Saturday at 12:00:00 PM|Sunday at 7:00:00 PM|Sunday at 12:00:00 PM|Thursday at 7:00:00 PM|Tuesday at 7:00:00 PM|Wednesday at 7:00:00 PM"|"Open Meeting of Alcoholics Anonymous|Open Meeting of Alcoholics Anonymous|Open Meeting of Alcoholics Anonymous|Open Meeting of Alcoholics Anonymous|Open Meeting of Alcoholics Anonymous|Open Meeting of Alcoholics Anonymous|Open Meeting of Alcoholics Anonymous|Open Meeting of Alcoholics Anonymous|Open Meeting of Alcoholics Anonymous"|"Open Meeting of Alcoholics Anonymous|Open Meeting of Alcoholics Anonymous|Open Meeting of Alcoholics Anonymous|Open Meeting of Alcoholics Anonymous|Open Meeting of Alcoholics Anonymous|Open Meeting of Alcoholics Anonymous|Open Meeting of Alcoholics Anonymous|Open Meeting of Alcoholics Anonymous|Open Meeting of Alcoholics Anonymous"
 Apostles Lutheran Church| 7020 W Cactus Rd|53691|53691|85381|"Friday at 12:15:00 PM|Monday at 12:15:00 PM|Saturday at 12:15:00 PM|Thursday at 12:15:00 PM|Tuesday at 12:15:00 PM|Wednesday at 12:15:00 PM"|"Open Meeting of Alcoholics Anonymous|Open Meeting of Alcoholics Anonymous|Open Meeting of Alcoholics Anonymous|Open Meeting of Alcoholics Anonymous|Open Meeting of Alcoholics Anonymous|Open Meeting of Alcoholics Anonymous"|"Open Meeting of Alcoholics Anonymous|Open Meeting of Alcoholics Anonymous|Open Meeting of Alcoholics Anonymous|Open Meeting of Alcoholics Anonymous|Open Meeting of Alcoholics Anonymous|Open Meeting of Alcoholics Anonymous"
 AMERICAN LUTHERAN CHURCH| 17200 N DEL WEBB BLVD|53690|53690|85373|Wednesday at 6:00:00 PM|Closed Discussion Meeting|Closed Discussion Meeting
 Southwest Indian School| 14202 N 73rd Ave|53689|53689|85381|"Friday at 7:00:00 PM|Sunday at 7:00:00 PM|Tuesday at 7:00:00 PM|Wednesday at 7:00:00 PM"|"Open Meeting of Alcoholics Anonymous|Open Meeting of Alcoholics Anonymous|Open Meeting of Alcoholics Anonymous|Open Meeting of Alcoholics Anonymous"|"Open Meeting of Alcoholics Anonymous|Open Meeting of Alcoholics Anonymous|Open Meeting of Alcoholics Anonymous|Open Meeting of Alcoholics Anonymous"
 All Saints of the Desert Church| 9502 W Hutton Dr|53688|53688|85351|Tuesday at 7:00:00 PM|Closed Men's Meeting Alcoholics Anonymous|Closed Men's Meeting Alcoholics Anonymous
